touch_observation_id,timestamp_et,session_date_et,session_time_et,level,zone_low,zone_high,approach,consecutive_touch,previous_close,touch_open,touch_high,touch_low,touch_close,touch_close_response_points,full_5m_window,upside_5m_points,downside_5m_points,close_relative_5m_points,favorable_5m_points,adverse_5m_points,close_move_5m_points,full_15m_window,upside_15m_points,downside_15m_points,close_relative_15m_points,favorable_15m_points,adverse_15m_points,close_move_15m_points,full_30m_window,upside_30m_points,downside_30m_points,close_relative_30m_points,favorable_30m_points,adverse_30m_points,close_move_30m_points,dominant_30m_reaction,heavy_10pt_30m_reaction,full_60m_window,upside_60m_points,downside_60m_points,close_relative_60m_points,favorable_60m_points,adverse_60m_points,close_move_60m_points
1194,2026-05-05 10:45:00,2026-05-05,10:45:00,7250,7248,7252,continuation_in_zone,true,7250.62,7250.73,7252.35,7248.19,7250.88,,true,2.84,1.74,2.84,,,,true,8.67,1.74,8.38,,,,true,9.92,1.74,6.87,,,,,,true,9.92,1.74,6.4,,,
1195,2026-05-05 10:50:00,2026-05-05,10:50:00,7250,7248,7252,continuation_in_zone,true,7250.88,7250.83,7252.84,7248.26,7252.84,,true,5.13,0,4.46,,,,true,9.53,0,7.04,,,,true,9.92,0,5,,,,,,true,9.92,0,6.18,,,
1196,2026-05-06 09:30:00,2026-05-06,09:30:00,7300,7298,7302,from_below,false,7259.21,7294.14,7315.7,7294.14,7315.19,-15.19,true,19.35,0,14.94,0,19.35,-14.94,true,19.41,0,14.3,0,19.41,-14.3,true,23.5,0,17.19,0,23.5,-17.19,false,false,true,33.73,0,33.35,0,33.73,-33.35
1197,2026-05-06 11:00:00,2026-05-06,11:00:00,7350,7348,7352,from_below,false,7344.97,7344.89,7348,7344.32,7346.51,3.49,true,0,8.49,-8.38,8.49,0,8.38,true,0,12.88,-4.67,12.88,0,4.67,true,0,12.88,-5.59,12.88,0,5.59,true,true,true,0,16.58,-8.34,16.58,0,8.34
1198,2026-05-06 11:05:00,2026-05-06,11:05:00,7350,7348,7352,from_below,true,7346.51,7346.6,7348.35,7341.51,7341.62,8.38,true,0,12.88,-9.67,12.88,0,9.67,true,0,12.88,-3.85,12.88,0,3.85,true,0,12.88,-11.35,12.88,0,11.35,true,true,true,0,16.58,-9.75,16.58,0,9.75
1199,2026-05-06 14:05:00,2026-05-06,14:05:00,7350,7348,7352,from_below,false,7345.17,7345.2,7348.47,7345.2,7348.2,1.8,true,0,3.73,-1.83,3.73,0,1.83,true,4.92,3.73,4.13,3.73,4.92,-4.13,true,7.56,3.73,5.12,3.73,7.56,-5.12,false,false,true,10.18,3.73,8.7,3.73,10.18,-8.7
1200,2026-05-06 14:10:00,2026-05-06,14:10:00,7350,7348,7352,continuation_in_zone,true,7348.2,7348.27,7348.94,7346.27,7348.17,,true,3.58,1.89,2.42,,,,true,4.92,1.89,3.79,,,,true,7.56,1.89,3.75,,,,,,true,11.53,1.89,10.89,,,
1201,2026-05-06 14:15:00,2026-05-06,14:15:00,7350,7348,7352,continuation_in_zone,true,7348.17,7348.11,7353.58,7348.11,7352.42,,true,4.92,0,4.13,,,,true,5.11,0,5.11,,,,true,7.56,0,2.06,,,,,,true,11.56,0,10.94,,,
1202,2026-05-06 14:30:00,2026-05-06,14:30:00,7350,7348,7352,from_above,false,7353.79,7353.84,7355.11,7351.92,7355.11,5.11,true,7.56,0,5.12,7.56,0,5.12,true,7.56,0,2.06,7.56,0,2.06,true,7.56,0,6.42,7.56,0,6.42,true,false,true,13.4,0,9.49,13.4,0,9.49
1203,2026-05-06 14:45:00,2026-05-06,14:45:00,7350,7348,7352,from_above,false,7353.75,7353.51,7354.55,7350.54,7352.06,2.06,true,3.95,0,3.81,3.95,0,3.81,true,7.28,0,6.42,7.28,0,6.42,true,11.56,0,10.94,11.56,0,10.94,true,true,true,13.45,0,9.97,13.45,0,9.97
1204,2026-05-06 14:50:00,2026-05-06,14:50:00,7350,7348,7352,continuation_in_zone,true,7352.06,7352,7353.95,7350.76,7353.81,,true,4.55,0,2.56,,,,true,10.18,0,8.7,,,,true,13.4,0,12.22,,,,,,true,18.47,0,17.59,,,
1205,2026-05-07 12:10:00,2026-05-07,12:10:00,7350,7348,7352,from_above,false,7356.66,7356.63,7356.63,7348.66,7350.15,0.15,true,0.21,9.67,-8.38,0.21,9.67,-8.38,true,7.44,10.17,7.07,7.44,10.17,7.07,true,11.82,10.17,0.88,11.82,10.17,0.88,true,true,true,11.82,10.72,-6.93,11.82,10.72,-6.93
1206,2026-05-07 12:15:00,2026-05-07,12:15:00,7350,7348,7352,continuation_in_zone,true,7350.15,7350.21,7350.21,7340.33,7341.62,,true,0.33,10.17,0.33,,,,true,11.82,10.17,9.69,,,,true,11.82,10.17,-1.48,,,,,,true,11.82,15.12,-13.19,,,
1207,2026-05-07 12:20:00,2026-05-07,12:20:00,7350,7348,7352,from_below,true,7341.62,7341.37,7350.33,7339.83,7350.33,-0.33,true,7.44,0,7.07,0,7.44,-7.07,true,11.82,0,0.79,0,11.82,-0.79,true,11.82,6.77,-2.96,6.77,11.82,2.96,false,false,true,11.82,15.6,-5.44,15.6,11.82,5.44
1208,2026-05-07 12:25:00,2026-05-07,12:25:00,7350,7348,7352,continuation_in_zone,true,7350.33,7350.25,7357.44,7350.12,7357.07,,true,11.82,0,9.69,,,,true,11.82,1.5,0.88,,,,true,11.82,10.72,-6.14,,,,,,true,11.82,28.34,-20.27,,,
1209,2026-05-07 12:35:00,2026-05-07,12:35:00,7350,7348,7352,from_above,false,7359.69,7359.66,7359.8,7350.51,7350.79,0.79,true,4.74,1.5,0.88,4.74,1.5,0.88,true,4.74,6.77,-2.96,4.74,6.77,-2.96,true,4.74,10.72,-5.64,4.74,10.72,-5.64,false,false,true,4.74,28.34,-12.99,4.74,28.34,-12.99
1210,2026-05-07 12:40:00,2026-05-07,12:40:00,7350,7348,7352,continuation_in_zone,true,7350.79,7350.76,7354.74,7348.5,7350.88,,true,1.78,2.59,-1.48,,,,true,1.78,10.72,-6.14,,,,true,1.78,10.72,-6.93,,,,,,true,1.78,28.34,-19.86,,,
1211,2026-05-07 12:45:00,2026-05-07,12:45:00,7350,7348,7352,continuation_in_zone,true,7350.88,7350.98,7351.78,7347.41,7348.52,,true,0,6.77,-2.96,,,,true,0,10.72,-6.44,,,,true,0,15.12,-13.19,,,,,,true,0,28.34,-21.52,,,
1212,2026-05-07 12:50:00,2026-05-07,12:50:00,7350,7348,7352,continuation_in_zone,true,7348.52,7348.46,7348.46,7343.23,7347.04,,true,0,10.72,-6.14,,,,true,0,10.72,-5.64,,,,true,0,15.6,-5.44,,,,,,true,0,28.34,-22.36,,,
1213,2026-05-07 13:05:00,2026-05-07,13:05:00,7350,7348,7352,from_below,false,7343.56,7343.51,7349.47,7341.33,7344.36,5.64,true,0,10.27,-6.93,10.27,0,6.93,true,0,15.6,-5.44,15.6,0,5.44,true,0,28.34,-12.99,28.34,0,12.99,true,true,true,0,28.34,-14.39,28.34,0,14.39
1214,2026-05-08 12:25:00,2026-05-08,12:25:00,7400,7398,7402,from_below,false,7396.73,7396.85,7400.09,7396.14,7397.55,2.45,true,0,4.74,-3.14,4.74,0,3.14,true,0,9.78,-9.75,9.78,0,9.75,true,0,9.78,-8.51,9.78,0,8.51,true,false,true,0.98,9.78,-0.44,9.78,0.98,0.44
1215,2026-05-08 12:30:00,2026-05-08,12:30:00,7400,7398,7402,from_below,true,7397.55,7397.67,7398.76,7395.26,7396.86,3.14,true,0,6.11,-3.07,6.11,0,3.07,true,0,9.78,-4.59,9.78,0,4.59,true,0,9.78,-2.96,9.78,0,2.96,true,false,true,0.98,9.78,-0.42,9.78,0.98,0.42
1216,2026-05-08 12:35:00,2026-05-08,12:35:00,7400,7398,7402,from_below,true,7396.86,7396.86,7398.74,7393.89,7396.93,3.07,true,0,9.78,-9.75,9.78,0,9.75,true,0,9.78,-7.1,9.78,0,7.1,true,0,9.78,-3.29,9.78,0,3.29,true,false,true,1.01,9.78,-3.31,9.78,1.01,3.31
1217,2026-05-08 13:05:00,2026-05-08,13:05:00,7400,7398,7402,from_below,false,7397.04,7396.99,7398.09,7393.94,7396.71,3.29,true,0,5.79,-5.37,5.79,0,5.37,true,0.3,5.79,-0.85,5.79,0.3,0.85,true,1.01,5.79,-3.31,5.79,1.01,3.31,true,false,true,1.5,7.06,-4.02,7.06,1.5,4.02
1218,2026-05-08 13:20:00,2026-05-08,13:20:00,7400,7398,7402,from_below,false,7397.6,7397.44,7400.3,7396.46,7399.15,0.85,true,0.98,1.37,-0.44,1.37,0.98,0.44,true,1.01,3.43,-3.31,3.43,1.01,3.31,true,1.01,7.06,-3.73,7.06,1.01,3.73,true,false,true,1.5,7.06,0.08,7.06,1.5,-0.08
1219,2026-05-08 13:25:00,2026-05-08,13:25:00,7400,7398,7402,continuation_in_zone,true,7399.15,7399.1,7400.98,7398.63,7399.56,,true,0.36,2.01,-0.42,,,,true,1.01,5.13,-4.87,,,,true,1.01,7.06,-5.7,,,,,,true,1.5,7.06,-0.51,,,
1220,2026-05-08 13:30:00,2026-05-08,13:30:00,7400,7398,7402,continuation_in_zone,true,7399.56,7399.7,7400.36,7397.99,7399.58,,true,1.01,3.43,-3.31,,,,true,1.01,5.45,-4.62,,,,true,1.5,7.06,-2.02,,,,,,true,1.5,7.06,-1.31,,,
1221,2026-05-08 13:35:00,2026-05-08,13:35:00,7400,7398,7402,continuation_in_zone,true,7399.58,7399.54,7401.01,7396.57,7396.69,,true,0,5.13,-4.87,,,,true,0,7.06,-3.73,,,,true,1.5,7.06,-4.02,,,,,,true,1.5,7.06,-2.82,,,
1222,2026-05-08 13:45:00,2026-05-08,13:45:00,7400,7398,7402,from_below,false,7395.13,7395.16,7398.03,7394.55,7395.38,4.62,true,0,7.06,-3.73,7.06,0,3.73,true,1.5,7.06,-2.02,7.06,1.5,2.02,true,1.5,7.06,0.12,7.06,1.5,-0.12,true,false,true,1.5,8.86,-8.31,8.86,1.5,8.31
1223,2026-05-08 14:00:00,2026-05-08,14:00:00,7400,7398,7402,from_below,false,7394.3,7394.18,7401.5,7393.95,7397.98,2.02,true,0,4.48,-4.02,4.48,0,4.02,true,1.34,4.48,0.12,4.48,1.34,-0.12,true,1.4,4.48,-1.31,4.48,1.4,1.31,true,false,true,1.4,15.91,-11.07,15.91,1.4,11.07
1224,2026-05-08 14:05:00,2026-05-08,14:05:00,7400,7398,7402,from_below,true,7397.98,7397.94,7399.59,7395.52,7395.98,4.02,true,0.24,4.35,-0.23,4.35,0.24,0.23,true,1.4,4.35,0.08,4.35,1.4,-0.08,true,1.4,4.35,-2.82,4.35,1.4,2.82,true,false,true,1.4,15.91,-8.63,15.91,1.4,8.63
1225,2026-05-08 14:10:00,2026-05-08,14:10:00,7400,7398,7402,from_below,true,7395.98,7395.83,7400.24,7395.65,7399.77,0.23,true,1.34,1.45,0.12,1.45,1.34,-0.12,true,1.4,1.7,-0.51,1.7,1.4,0.51,true,1.4,5.23,-5.18,5.23,1.4,5.18,true,false,true,1.4,15.91,-8.99,15.91,1.4,8.99
1226,2026-05-08 14:15:00,2026-05-08,14:15:00,7400,7398,7402,continuation_in_zone,true,7399.77,7399.96,7401.34,7398.55,7400.12,,true,1.4,0.48,0.08,,,,true,1.4,1.7,-1.31,,,,true,1.4,8.86,-8.31,,,,,,true,1.4,15.91,-5.86,,,
1227,2026-05-08 14:20:00,2026-05-08,14:20:00,7400,7398,7402,continuation_in_zone,true,7400.12,7400.11,7401.4,7399.52,7400.08,,true,0.3,1.7,-0.51,,,,true,1.37,3.82,-2.82,,,,true,1.37,12.41,-12,,,,,,true,1.37,15.91,-7.23,,,
1228,2026-05-08 14:25:00,2026-05-08,14:25:00,7400,7398,7402,continuation_in_zone,true,7400.08,7400.21,7400.3,7398.3,7399.49,,true,1.37,1.65,-1.31,,,,true,1.37,5.23,-5.18,,,,true,1.37,15.91,-13.95,,,,,,true,1.37,15.91,-11.01,,,
1229,2026-05-08 14:30:00,2026-05-08,14:30:00,7400,7398,7402,continuation_in_zone,true,7399.49,7399.37,7401.37,7398.35,7398.69,,true,0,3.82,-2.82,,,,true,0,8.86,-8.31,,,,true,0,15.91,-11.07,,,,,,true,0,15.91,-7.03,,,
1230,2026-05-08 14:35:00,2026-05-08,14:35:00,7400,7398,7402,continuation_in_zone,true,7398.69,7398.59,7398.86,7396.18,7397.18,,true,0,5.23,-5.18,,,,true,0,12.41,-12,,,,true,0,15.91,-8.63,,,,,,true,0,15.91,-6.42,,,
1231,2026-05-08 15:50:00,2026-05-08,15:50:00,7400,7398,7402,from_below,false,7395.11,7395.08,7398.06,7394.21,7398.06,1.94,true,0,5.56,-2.58,5.56,0,2.58,false,0,5.56,,5.56,0,,false,0,5.56,,5.56,0,,,,false,0,5.56,,5.56,0,
1232,2026-05-08 15:55:00,2026-05-08,15:55:00,7400,7398,7402,from_below,true,7398.06,7397.93,7398.84,7394.44,7397.42,2.58,true,0,2.58,-1.08,2.58,0,1.08,false,0,2.58,,2.58,0,,false,0,2.58,,2.58,0,,,,false,0,2.58,,2.58,0,
1233,2026-05-08 16:00:00,2026-05-08,16:00:00,7400,7398,7402,continuation_in_zone,true,7397.42,7398.53,7398.95,7398.5,7398.92,,false,0,1.08,,,,,false,0,1.08,,,,,false,0,1.08,,,,,,,false,0,1.08,,,,
1234,2026-05-11 09:30:00,2026-05-11,09:30:00,7400,7398,7402,from_below,false,7398.92,7388.85,7401.05,7384.2,7401.05,-1.05,true,1.28,4.73,-1.65,4.73,1.28,1.65,true,14.12,4.73,9.2,4.73,14.12,-9.2,true,14.12,4.73,7.72,4.73,14.12,-7.72,false,false,true,17.78,4.73,5.41,4.73,17.78,-5.41
1235,2026-05-11 09:35:00,2026-05-11,09:35:00,7400,7398,7402,continuation_in_zone,true,7401.05,7401.28,7401.28,7395.27,7398.35,,true,5.79,2.74,5.62,,,,true,14.12,2.74,6.99,,,,true,14.12,2.74,9.06,,,,,,true,17.78,2.74,7.67,,,
1236,2026-05-11 09:40:00,2026-05-11,09:40:00,7400,7398,7402,continuation_in_zone,true,7398.35,7398.52,7405.79,7397.26,7405.62,,true,14.12,0,9.2,,,,true,14.12,0,7.83,,,,true,14.12,0,12.28,,,,,,true,17.78,2.35,10.78,,,
1237,2026-05-11 10:30:00,2026-05-11,10:30:00,7400,7398,7402,from_above,false,7405.77,7405.82,7408.67,7397.65,7405.41,5.41,true,9.2,0,7.67,9.2,0,7.67,true,12.86,0,12.68,12.86,0,12.68,true,21.11,0,17.5,21.11,0,17.5,true,true,true,23.59,0,21.47,23.59,0,21.47
1238,2026-05-12 11:15:00,2026-05-12,11:15:00,7350,7348,7352,from_above,false,7352.84,7352.69,7353,7346.69,7350.2,0.2,true,0.85,9.92,-9.01,0.85,9.92,-9.01,true,0.85,11.46,-0.03,0.85,11.46,-0.03,true,8.05,11.46,4.14,8.05,11.46,4.14,false,false,true,8.05,11.46,0.66,8.05,11.46,0.66
1239,2026-05-12 11:20:00,2026-05-12,11:20:00,7350,7348,7352,continuation_in_zone,true,7350.2,7350.02,7350.85,7340.08,7340.99,,true,0,11.46,-6.52,,,,true,3.97,11.46,1.86,,,,true,8.05,11.46,2.49,,,,,,true,8.05,11.46,-1.06,,,
1240,2026-05-12 11:30:00,2026-05-12,11:30:00,7350,7348,7352,from_below,false,7343.48,7343.51,7350.85,7342.12,7349.97,0.03,true,3.97,4.11,1.86,4.11,3.97,-1.86,true,8.05,4.11,4.14,4.11,8.05,-4.14,true,8.05,8.36,2.67,8.36,8.05,-2.67,true,false,true,8.05,8.36,-3.77,8.36,8.05,3.77
1241,2026-05-12 11:35:00,2026-05-12,11:35:00,7350,7348,7352,continuation_in_zone,true,7349.97,7349.47,7353.97,7345.89,7351.86,,true,6.46,1.27,5.95,,,,true,8.05,1.27,2.49,,,,true,8.05,8.36,-1.62,,,,,,true,8.05,8.36,-1.58,,,
1242,2026-05-12 11:40:00,2026-05-12,11:40:00,7350,7348,7352,from_above,true,7351.86,7352.08,7356.46,7348.73,7355.95,5.95,true,8.05,0,4.14,8.05,0,4.14,true,8.05,5.86,-4.27,8.05,5.86,-4.27,true,8.05,8.36,4.45,8.05,8.36,4.45,false,false,true,8.05,8.36,-5.3,8.05,8.36,-5.3
1243,2026-05-12 11:50:00,2026-05-12,11:50:00,7350,7348,7352,from_above,false,7354.14,7354.12,7355.52,7351,7352.49,2.49,true,2.82,5.86,-4.27,2.82,5.86,-4.27,true,3.93,8.36,-1.62,3.93,8.36,-1.62,true,5.37,8.36,-1.06,5.37,8.36,-1.06,false,false,true,5.37,11.26,-9.64,5.37,11.26,-9.64
1244,2026-05-12 11:55:00,2026-05-12,11:55:00,7350,7348,7352,from_above,true,7352.49,7352.23,7352.82,7344.14,7345.73,-4.27,true,3.93,8.36,2.67,3.93,8.36,2.67,true,5.37,8.36,4.45,5.37,8.36,4.45,true,5.37,8.36,-1.84,5.37,8.36,-1.84,false,false,true,5.37,11.28,-8.69,5.37,11.28,-8.69
1245,2026-05-12 12:00:00,2026-05-12,12:00:00,7350,7348,7352,from_below,true,7345.73,7345.4,7353.93,7341.64,7352.67,-2.67,true,3.8,3.1,-1.62,3.1,3.8,1.62,true,5.37,3.1,0.66,3.1,5.37,-0.66,true,5.37,7.69,-3.77,7.69,5.37,3.77,true,false,true,5.37,11.28,-0.81,11.28,5.37,0.81
1246,2026-05-12 12:05:00,2026-05-12,12:05:00,7350,7348,7352,from_above,true,7352.67,7352.7,7353.8,7346.9,7348.38,-1.62,true,5.37,2.51,4.45,5.37,2.51,4.45,true,5.37,3.61,-1.06,5.37,3.61,-1.06,true,5.37,7.69,-1.58,5.37,7.69,-1.58,false,false,true,5.37,11.28,0.53,5.37,11.28,0.53
1247,2026-05-12 12:10:00,2026-05-12,12:10:00,7350,7348,7352,continuation_in_zone,true,7348.38,7348.48,7355.37,7347.49,7354.45,,true,4.5,0,0.66,,,,true,4.5,3.61,-1.84,,,,true,4.5,7.69,-5.3,,,,,,true,4.5,11.28,3.58,,,
1248,2026-05-12 12:15:00,2026-05-12,12:15:00,7350,7348,7352,from_above,true,7354.45,7354.4,7354.5,7350.66,7350.66,0.66,true,3.07,3.61,-1.06,3.07,3.61,-1.06,true,3.07,7.69,-3.77,3.07,7.69,-3.77,true,3.07,11.11,-8.22,3.07,11.11,-8.22,false,false,true,11.4,11.28,11.29,11.4,11.28,11.29
1249,2026-05-12 12:20:00,2026-05-12,12:20:00,7350,7348,7352,continuation_in_zone,true,7350.66,7350.74,7353.07,7346.39,7348.94,,true,0.68,2.61,-1.84,,,,true,0.85,7.69,-1.58,,,,true,0.85,11.26,-9.64,,,,,,true,19.8,11.28,15.73,,,
1250,2026-05-12 12:25:00,2026-05-12,12:25:00,7350,7348,7352,continuation_in_zone,true,7348.94,7348.97,7350.68,7347.39,7348.16,,true,0,7.69,-3.77,,,,true,0.85,7.69,-5.3,,,,true,0.85,11.28,-8.69,,,,,,true,19.8,11.28,14.1,,,
1251,2026-05-12 12:30:00,2026-05-12,12:30:00,7350,7348,7352,continuation_in_zone,true,7348.16,7348.17,7348.72,7342.31,7346.23,,true,0.85,4.12,-1.58,,,,true,0.85,11.11,-8.22,,,,true,0.85,11.28,-0.81,,,,,,true,20.64,11.28,19.77,,,
1252,2026-05-12 12:35:00,2026-05-12,12:35:00,7350,7348,7352,from_below,true,7346.23,7345.88,7350.85,7345.88,7348.42,1.58,true,0.41,6.81,-5.3,6.81,0.41,5.3,true,0.41,11.26,-9.64,11.26,0.41,9.64,true,4.41,11.28,0.53,11.28,4.41,-0.53,true,true,true,20.64,11.28,17.35,11.28,20.64,-17.35
1253,2026-05-12 12:40:00,2026-05-12,12:40:00,7350,7348,7352,continuation_in_zone,true,7348.42,7348.43,7350.41,7343.19,7344.7,,true,0,11.11,-8.22,,,,true,0,11.28,-8.69,,,,true,4.41,11.28,3.58,,,,,,true,20.64,11.28,18.71,,,
1254,2026-05-12 13:00:00,2026-05-12,13:00:00,7350,7348,7352,from_below,false,7341.31,7341.56,7350.22,7340.82,7349.19,0.81,true,4.41,1.04,0.53,1.04,4.41,-0.53,true,11.4,1.04,11.29,1.04,11.4,-11.29,true,20.64,1.04,19.77,1.04,20.64,-19.77,false,false,true,23.51,1.04,22.61,1.04,23.51,-22.61
1255,2026-05-12 13:05:00,2026-05-12,13:05:00,7350,7348,7352,continuation_in_zone,true,7349.19,7349.12,7354.41,7348.96,7350.53,,true,4.19,0,3.58,,,,true,19.8,0,15.73,,,,true,20.64,0,17.35,,,,,,true,23.51,0,19.97,,,
1256,2026-05-12 13:10:00,2026-05-12,13:10:00,7350,7348,7352,continuation_in_zone,true,7350.53,7350.57,7354.19,7350.18,7353.58,,true,11.4,0,11.29,,,,true,19.8,0,14.1,,,,true,20.64,0,18.71,,,,,,true,23.51,0,21.91,,,
1257,2026-05-12 15:30:00,2026-05-12,15:30:00,7400,7398,7402,from_below,false,7391.85,7391.75,7401.61,7391.75,7400.08,-0.08,true,0.32,2.18,-0.76,2.18,0.32,0.76,true,3,2.75,1.64,2.75,3,-1.64,true,9.57,2.75,0.97,2.75,9.57,-0.97,false,false,false,9.57,2.75,,2.75,9.57,
1258,2026-05-12 15:35:00,2026-05-12,15:35:00,7400,7398,7402,continuation_in_zone,true,7400.08,7399.99,7400.32,7397.82,7399.24,,true,1.49,2.75,1.16,,,,true,9.57,2.75,4.01,,,,false,9.57,2.75,,,,,,,false,9.57,2.75,,,,
1259,2026-05-12 15:40:00,2026-05-12,15:40:00,7400,7398,7402,continuation_in_zone,true,7399.24,7399.19,7401.49,7397.25,7401.16,,true,3,1.67,1.64,,,,true,9.57,1.67,0.44,,,,false,9.57,1.67,,,,,,,false,9.57,1.67,,,,
1260,2026-05-12 15:45:00,2026-05-12,15:45:00,7400,7398,7402,continuation_in_zone,true,7401.16,7401.07,7403,7398.33,7401.64,,true,9.57,0,4.01,,,,true,9.57,0,0.97,,,,false,9.57,0,,,,,,,false,9.57,0,,,,
1261,2026-05-12 15:50:00,2026-05-12,15:50:00,7400,7398,7402,continuation_in_zone,true,7401.64,7401.56,7409.57,7401.56,7404.01,,true,6.23,0,0.44,,,,false,6.23,0,,,,,false,6.23,0,,,,,,,false,6.23,0,,,,
1262,2026-05-12 15:55:00,2026-05-12,15:55:00,7400,7398,7402,from_above,true,7404.01,7404.16,7406.23,7400.39,7400.44,0.44,true,1.23,0,0.97,1.23,0,0.97,false,1.23,0,,1.23,0,,false,1.23,0,,1.23,0,,,,false,1.23,0,,1.23,0,
1263,2026-05-12 16:00:00,2026-05-12,16:00:00,7400,7398,7402,continuation_in_zone,true,7400.44,7401.23,7401.23,7400.95,7400.97,,false,0.97,0,,,,,false,0.97,0,,,,,false,0.97,0,,,,,,,false,0.97,0,,,,
1264,2026-05-13 09:30:00,2026-05-13,09:30:00,7400,7398,7402,from_above,false,7400.97,7409.12,7409.12,7393.95,7398.12,-1.88,true,0,13.56,-11.14,0,13.56,-11.14,true,0,24.87,-15.83,0,24.87,-15.83,true,0,24.87,-5.97,0,24.87,-5.97,false,false,true,9.17,24.87,7.91,9.17,24.87,7.91
1265,2026-05-13 09:35:00,2026-05-13,09:35:00,7400,7398,7402,from_below,true,7398.12,7397.6,7398.39,7386.44,7388.86,11.14,true,0,13.87,-11.64,13.87,0,11.64,true,0,24.87,-8.94,24.87,0,8.94,true,0,24.87,-6.77,24.87,0,6.77,true,true,true,9.17,24.87,0.67,24.87,9.17,-0.67
1266,2026-05-13 10:10:00,2026-05-13,10:10:00,7400,7398,7402,from_below,false,7393.23,7393.26,7398.12,7390.65,7397.35,2.65,true,0,7.23,-6.6,7.23,0,6.6,true,9.17,7.23,4.38,7.23,9.17,-4.38,true,9.17,7.23,4.96,7.23,9.17,-4.96,false,false,true,15.53,7.23,10.51,7.23,15.53,-10.51
1267,2026-05-13 10:15:00,2026-05-13,10:15:00,7400,7398,7402,from_below,true,7397.35,7397.35,7399.75,7392.77,7393.4,6.6,true,6.02,6.6,5.24,6.6,6.02,-5.24,true,9.17,6.6,7.91,6.6,9.17,-7.91,true,9.17,6.6,6.44,6.6,9.17,-6.44,false,false,true,15.53,6.6,13.79,6.6,15.53,-13.79
1268,2026-05-13 10:20:00,2026-05-13,10:20:00,7400,7398,7402,from_below,true,7393.4,7393.91,7406.02,7393.77,7405.24,-5.24,true,9.17,0,4.38,0,9.17,-4.38,true,9.17,1.39,0.67,1.39,9.17,-0.67,true,11.36,1.39,10.58,1.39,11.36,-10.58,false,false,true,15.53,1.39,13.09,1.39,15.53,-13.09
1269,2026-05-13 10:35:00,2026-05-13,10:35:00,7400,7398,7402,from_above,false,7407.91,7408.21,7408.79,7398.61,7400.67,0.67,true,7,0.9,4.96,7,0.9,4.96,true,11.36,0.9,10.58,11.36,0.9,10.58,true,15.53,0.9,12.39,15.53,0.9,12.39,true,true,true,19.76,0.9,19.02,19.76,0.9,19.02
1270,2026-05-13 10:40:00,2026-05-13,10:40:00,7400,7398,7402,continuation_in_zone,true,7400.67,7400.52,7407,7399.1,7404.96,,true,7.2,0,6.44,,,,true,11.78,0,10.22,,,,true,15.53,0,10.51,,,,,,true,24.13,0,23.13,,,
1271,2026-05-13 10:45:00,2026-05-13,10:45:00,7400,7398,7402,from_above,true,7404.96,7404.83,7407.2,7401.52,7406.44,6.44,true,11.36,0,10.58,11.36,0,10.58,true,15.53,0,13.48,15.53,0,13.48,true,15.53,0,13.79,15.53,0,13.79,true,true,true,24.13,0,19.91,24.13,0,19.91
1272,2026-05-13 13:05:00,2026-05-13,13:05:00,7450,7448,7452,from_below,false,7445.74,7445.66,7450.68,7445.66,7449.02,0.98,true,0.94,2.52,-0.94,2.52,0.94,0.94,true,0.94,4.92,-4.86,4.92,0.94,4.86,true,0.94,6.9,-5.03,6.9,0.94,5.03,true,false,true,0.94,7.98,-0.09,7.98,0.94,0.09
1273,2026-05-13 13:10:00,2026-05-13,13:10:00,7450,7448,7452,continuation_in_zone,true,7449.02,7449.16,7450.94,7447.48,7449.06,,true,0,4.19,-3.3,,,,true,0,5.19,-1.93,,,,true,0,6.9,-2.45,,,,,,true,4.8,7.98,4.63,,,
1274,2026-05-13 13:15:00,2026-05-13,13:15:00,7450,7448,7452,continuation_in_zone,true,7449.06,7448.66,7449.43,7445.81,7446.7,,true,0,4.92,-4.86,,,,true,0,6.64,-5.42,,,,true,0,6.9,-3.25,,,,,,true,9.29,7.98,7.55,,,
1275,2026-05-13 13:20:00,2026-05-13,13:20:00,7450,7448,7452,from_below,true,7446.7,7446.51,7448.19,7445.08,7445.14,4.86,true,0,5.19,-1.93,5.19,0,1.93,true,0,6.9,-5.03,6.9,0,5.03,true,0,6.9,-3.49,6.9,0,3.49,true,false,true,10.04,7.98,7.55,7.98,10.04,-7.55
1276,2026-05-13 13:25:00,2026-05-13,13:25:00,7450,7448,7452,from_below,true,7445.14,7445.04,7449.25,7444.81,7448.07,1.93,true,0,6.64,-5.42,6.64,0,5.42,true,0,6.9,-2.45,6.9,0,2.45,true,0,7.94,-7.88,7.94,0,7.88,true,false,true,10.04,7.98,6.33,7.98,10.04,-6.33
1277,2026-05-13 13:30:00,2026-05-13,13:30:00,7450,7448,7452,continuation_in_zone,true,7448.07,7448.01,7448.53,7443.36,7444.58,,true,0,6.9,-5.03,,,,true,0,6.9,-3.25,,,,true,0,7.98,-1.18,,,,,,true,10.04,7.98,4.41,,,
1278,2026-05-13 13:45:00,2026-05-13,13:45:00,7450,7448,7452,from_below,false,7447.55,7447.63,7448.72,7446.58,7446.75,3.25,true,0,3.49,-3.49,3.49,0,3.49,true,0,7.98,-1.18,7.98,0,1.18,true,9.29,7.98,7.55,7.98,9.29,-7.55,false,false,true,10.04,7.98,1.58,7.98,10.04,-1.58
