touch_observation_id,timestamp_et,session_date_et,session_time_et,level,zone_low,zone_high,approach,consecutive_touch,previous_close,touch_open,touch_high,touch_low,touch_close,touch_close_response_points,full_5m_window,upside_5m_points,downside_5m_points,close_relative_5m_points,favorable_5m_points,adverse_5m_points,close_move_5m_points,full_15m_window,upside_15m_points,downside_15m_points,close_relative_15m_points,favorable_15m_points,adverse_15m_points,close_move_15m_points,full_30m_window,upside_30m_points,downside_30m_points,close_relative_30m_points,favorable_30m_points,adverse_30m_points,close_move_30m_points,dominant_30m_reaction,heavy_10pt_30m_reaction,full_60m_window,upside_60m_points,downside_60m_points,close_relative_60m_points,favorable_60m_points,adverse_60m_points,close_move_60m_points
451,2026-03-06 12:15:00,2026-03-06,12:15:00,6750,6748,6752,from_above,true,6752.54,6752.76,6757.22,6748.44,6757.22,7.22,true,14.01,0,8.68,14.01,0,8.68,true,14.01,2.5,4.27,14.01,2.5,4.27,true,14.01,15.73,-3.17,14.01,15.73,-3.17,false,true,true,23.18,15.73,21.32,23.18,15.73,21.32
452,2026-03-06 12:25:00,2026-03-06,12:25:00,6750,6748,6752,from_above,false,6758.68,6758.54,6758.61,6747.5,6752.15,2.15,true,4.41,0,4.27,4.41,0,4.27,true,4.41,15.73,-9.87,4.41,15.73,-9.87,true,4.41,15.73,-5.24,4.41,15.73,-5.24,false,false,true,23.18,15.73,9.94,23.18,15.73,9.94
453,2026-03-06 12:30:00,2026-03-06,12:30:00,6750,6748,6752,continuation_in_zone,true,6752.15,6751.91,6754.41,6750.05,6754.27,,true,4.32,10.24,-7.54,,,,true,4.32,15.73,-3.17,,,,true,5.21,15.73,-1.51,,,,,,true,23.18,15.73,12.97,,,
454,2026-03-06 12:35:00,2026-03-06,12:35:00,6750,6748,6752,from_above,true,6754.27,6754.25,6754.32,6739.76,6742.46,-7.54,true,0,15.73,-9.87,0,15.73,-9.87,true,2.14,15.73,-3.53,2.14,15.73,-3.53,true,7.03,15.73,5.28,7.03,15.73,5.28,false,false,true,23.18,15.73,7.44,23.18,15.73,7.44
455,2026-03-06 12:50:00,2026-03-06,12:50:00,6750,6748,6752,from_below,false,6746.83,6746.75,6752.14,6744.12,6746.47,3.53,true,0.67,6.52,-5.24,6.52,0.67,5.24,true,7.03,6.52,5.28,6.52,7.03,-5.28,true,23.18,6.52,16.31,6.52,23.18,-16.31,false,false,true,23.18,6.52,2.58,6.52,23.18,-2.58
456,2026-03-06 12:55:00,2026-03-06,12:55:00,6750,6748,6752,from_below,true,6746.47,6746.04,6750.67,6743.48,6744.76,5.24,true,5.21,6.38,-1.51,6.38,5.21,1.51,true,23.18,6.38,21.78,6.38,23.18,-21.78,true,23.18,6.38,9.94,6.38,23.18,-9.94,false,false,true,23.18,6.38,3.69,6.38,23.18,-3.69
457,2026-03-06 13:00:00,2026-03-06,13:00:00,6750,6748,6752,from_below,true,6744.76,6744.51,6755.21,6743.62,6748.49,1.51,true,7.03,2.27,5.28,2.27,7.03,-5.28,true,23.18,2.27,21.32,2.27,23.18,-21.32,true,23.18,2.27,12.97,2.27,23.18,-12.97,false,false,true,23.18,2.27,2.57,2.27,23.18,-2.57
458,2026-03-06 13:05:00,2026-03-06,13:05:00,6750,6748,6752,continuation_in_zone,true,6748.49,6748.52,6757.03,6747.73,6755.28,,true,23.18,0,21.78,,,,true,23.18,0,16.31,,,,true,23.18,0,7.44,,,,,,true,23.18,0,8.67,,,
459,2026-03-06 13:50:00,2026-03-06,13:50:00,6750,6748,6752,from_above,false,6760.43,6760.51,6760.53,6750.81,6752.58,2.58,true,6.55,0,3.69,6.55,0,3.69,true,9.65,0,8.67,9.65,0,8.67,true,16.53,0,6.45,16.53,0,6.45,true,true,true,18.5,0,11.72,18.5,0,11.72
460,2026-03-06 13:55:00,2026-03-06,13:55:00,6750,6748,6752,from_above,true,6752.58,6752.53,6756.55,6750.74,6753.69,3.69,true,6.52,0,2.57,6.52,0,2.57,true,16.53,0,14.82,16.53,0,14.82,true,16.53,0,12.1,16.53,0,12.1,true,true,true,18.5,0,12.89,18.5,0,12.89
461,2026-03-06 14:05:00,2026-03-06,14:05:00,6750,6748,6752,from_above,false,6752.57,6752.47,6759.65,6751.64,6758.67,8.67,true,16.53,0,14.82,16.53,0,14.82,true,16.53,0,6.45,16.53,0,6.45,true,16.53,0,10.45,16.53,0,10.45,true,true,true,22.01,0,12.77,22.01,0,12.77
462,2026-03-06 15:10:00,2026-03-06,15:10:00,6750,6748,6752,from_above,false,6762.77,6762.74,6763.77,6747.58,6752.38,2.38,true,6.92,1.83,2,6.92,1.83,2,true,6.92,17.41,-15.5,6.92,17.41,-15.5,true,6.92,25.17,-12.31,6.92,25.17,-12.31,false,false,false,6.92,25.17,,6.92,25.17,
463,2026-03-06 15:15:00,2026-03-06,15:15:00,6750,6748,6752,from_above,true,6752.38,6752.31,6756.92,6748.17,6752,2,true,2,7.83,-7.52,2,7.83,-7.52,true,2,20.08,-17.54,2,20.08,-17.54,true,2,25.17,-8.4,2,25.17,-8.4,false,false,false,2,25.17,,2,25.17,
464,2026-03-06 15:20:00,2026-03-06,15:20:00,6750,6748,6752,continuation_in_zone,true,6752,6751.68,6751.85,6742.17,6742.48,,true,0,17.41,-15.5,,,,true,0,25.17,-15.48,,,,true,0,25.17,-10.43,,,,,,false,0,25.17,,,,
465,2026-03-09 09:40:00,2026-03-09,09:40:00,6650,6648,6652,from_above,false,6658.94,6659.15,6659.49,6648.38,6654.66,4.66,true,10.13,4.15,-1.68,10.13,4.15,-1.68,true,10.13,11.41,2.35,10.13,11.41,2.35,true,21.37,13.96,-6.99,21.37,13.96,-6.99,true,true,true,30.28,13.96,30.28,30.28,13.96,30.28
466,2026-03-09 09:45:00,2026-03-09,09:45:00,6650,6648,6652,from_above,true,6654.66,6654.8,6660.13,6645.85,6648.32,-1.68,true,2.37,10.09,-7.07,2.37,10.09,-7.07,true,19.89,11.41,19.57,19.89,11.41,19.57,true,21.37,13.96,1.61,21.37,13.96,1.61,true,true,true,39.55,13.96,37.79,39.55,13.96,37.79
467,2026-03-09 09:50:00,2026-03-09,09:50:00,6650,6648,6652,continuation_in_zone,true,6648.32,6648.53,6652.37,6639.91,6642.93,,true,9.05,11.41,2.35,,,,true,21.37,11.41,-3.63,,,,true,21.37,13.96,15.3,,,,,,true,43.4,13.96,43.4,,,
468,2026-03-09 09:55:00,2026-03-09,09:55:00,6650,6648,6652,from_below,true,6642.93,6643.03,6659.05,6638.59,6652.35,-2.35,true,19.89,0.3,19.57,0.3,19.89,-19.57,true,21.37,13.96,-6.99,13.96,21.37,6.99,true,21.37,13.96,2.66,13.96,21.37,-2.66,false,true,true,43.97,13.96,38.2,13.96,43.97,-38.2
469,2026-03-09 10:00:00,2026-03-09,10:00:00,6650,6648,6652,from_above,true,6652.35,6652.66,6669.89,6649.7,6669.57,19.57,true,21.37,8.29,-3.63,21.37,8.29,-3.63,true,21.37,13.96,1.61,21.37,13.96,1.61,true,21.37,13.96,11.82,21.37,13.96,11.82,true,true,true,48.08,13.96,46.94,48.08,13.96,46.94
470,2026-03-09 10:05:00,2026-03-09,10:05:00,6650,6648,6652,from_above,true,6669.57,6670.07,6671.37,6641.71,6646.37,-3.63,true,0,13.96,-6.99,0,13.96,-6.99,true,17.31,13.96,15.3,17.31,13.96,15.3,true,26.51,13.96,22.71,26.51,13.96,22.71,true,true,true,49.3,13.96,41.9,49.3,13.96,41.9
471,2026-03-09 10:15:00,2026-03-09,10:15:00,6650,6648,6652,from_below,false,6643.01,6643.14,6652.84,6641.09,6651.61,-1.61,true,17.31,6.85,15.3,6.85,17.31,-15.3,true,17.31,6.85,11.82,6.85,17.31,-11.82,true,39.55,6.85,37.79,6.85,39.55,-37.79,false,false,true,55.03,6.85,50.37,6.85,55.03,-50.37
472,2026-03-09 10:20:00,2026-03-09,10:20:00,6650,6648,6652,continuation_in_zone,true,6651.61,6651.3,6667.31,6643.15,6665.3,,true,17,0.28,2.66,,,,true,26.51,0.28,22.71,,,,true,43.4,0.28,43.4,,,,,,true,57.21,0.28,56.59,,,
473,2026-03-09 10:25:00,2026-03-09,10:25:00,6650,6648,6652,from_above,true,6665.3,6665.02,6667,6649.72,6652.66,2.66,true,13.22,0,11.82,13.22,0,11.82,true,30.28,0,30.28,30.28,0,30.28,true,43.97,0,38.2,43.97,0,38.2,true,true,true,61.17,0,60.01,61.17,0,60.01
474,2026-03-09 11:00:00,2026-03-09,11:00:00,6700,6698,6702,from_below,false,6688.2,6687.97,6698.08,6687.97,6696.94,3.06,true,0,8.6,-8.1,8.6,0,8.1,true,5.03,8.6,0.37,8.6,5.03,-0.37,true,11.17,8.6,1.01,8.6,11.17,-1.01,false,false,true,13.29,8.6,8.93,8.6,13.29,-8.93
475,2026-03-09 11:05:00,2026-03-09,11:05:00,6700,6698,6702,from_below,true,6696.94,6697.16,6699.3,6691.4,6691.9,8.1,true,0.06,8.23,-1.55,8.23,0.06,1.55,true,7.21,8.23,6.59,8.23,7.21,-6.59,true,11.17,8.23,-0.68,8.23,11.17,0.68,false,false,true,13.29,8.23,10.57,8.23,13.29,-10.57
476,2026-03-09 11:10:00,2026-03-09,11:10:00,6700,6698,6702,from_below,true,6691.9,6692.1,6700.06,6691.77,6698.45,1.55,true,5.03,3.34,0.37,3.34,5.03,-0.37,true,11.17,3.34,10.01,3.34,11.17,-10.01,true,11.17,3.34,-2.03,3.34,11.17,2.03,false,false,true,13.36,3.34,11.48,3.34,13.36,-11.48
477,2026-03-09 11:15:00,2026-03-09,11:15:00,6700,6698,6702,continuation_in_zone,true,6698.45,6699.15,6705.03,6696.66,6700.37,,true,7.21,1.3,6.59,,,,true,11.17,1.3,1.01,,,,true,11.17,3.19,3.49,,,,,,true,13.36,3.19,11.41,,,
478,2026-03-09 11:20:00,2026-03-09,11:20:00,6700,6698,6702,continuation_in_zone,true,6700.37,6700.74,6707.21,6698.7,6706.59,,true,11.17,0,10.01,,,,true,11.17,2.25,-0.68,,,,true,11.17,3.19,8.71,,,,,,true,17.8,3.19,16.48,,,
479,2026-03-09 11:30:00,2026-03-09,11:30:00,6700,6698,6702,from_above,false,6710.01,6710.1,6710.14,6699.86,6701.01,1.01,true,1.86,2.25,-0.68,1.86,2.25,-0.68,true,6.31,3.19,3.49,6.31,3.19,3.49,true,13.29,3.19,8.93,13.29,3.19,8.93,true,true,true,27.23,3.19,20.04,27.23,3.19,20.04
480,2026-03-09 11:35:00,2026-03-09,11:35:00,6700,6698,6702,continuation_in_zone,true,6701.01,6701,6701.86,6697.75,6699.32,,true,0.62,3.08,-2.03,,,,true,9.55,3.19,8.71,,,,true,13.29,3.19,10.57,,,,,,true,27.23,3.19,23.09,,,
481,2026-03-09 11:40:00,2026-03-09,11:40:00,6700,6698,6702,continuation_in_zone,true,6699.32,6699.17,6700.62,6696.92,6697.97,,true,6.31,3.19,3.49,,,,true,11.02,3.19,7.1,,,,true,13.36,3.19,11.48,,,,,,true,31.16,3.19,30.88,,,
482,2026-03-09 11:45:00,2026-03-09,11:45:00,6700,6698,6702,from_below,true,6697.97,6697.86,6706.31,6696.81,6703.49,-3.49,true,9.55,0,8.71,0,9.55,-8.71,true,13.29,0,8.93,0,13.29,-8.93,true,13.36,0,11.41,0,13.36,-11.41,false,false,true,34.64,0,32.5,0,34.64,-32.5
483,2026-03-09 11:50:00,2026-03-09,11:50:00,6700,6698,6702,from_above,true,6703.49,6703.48,6709.55,6701.96,6708.71,8.71,true,11.02,0,7.1,11.02,0,7.1,true,13.29,0,10.57,13.29,0,10.57,true,17.8,0,16.48,17.8,0,16.48,true,true,true,34.64,0,27.84,34.64,0,27.84
484,2026-03-09 13:25:00,2026-03-09,13:25:00,6700,6698,6702,from_above,false,6702.54,6702.56,6702.84,6699.71,6700.94,0.94,true,3.09,1.25,0.54,3.09,1.25,0.54,true,3.09,6.74,-5.28,3.09,6.74,-5.28,true,4.83,6.74,0.33,4.83,6.74,0.33,false,false,true,19.66,6.74,13.02,19.66,6.74,13.02
485,2026-03-09 13:30:00,2026-03-09,13:30:00,6700,6698,6702,continuation_in_zone,true,6700.94,6700.92,6703.09,6698.75,6700.54,,true,1.97,2.95,-2.58,,,,true,2.16,6.74,-1.36,,,,true,5.09,6.74,2.76,,,,,,true,23.76,6.74,22.94,,,
486,2026-03-09 13:35:00,2026-03-09,13:35:00,6700,6698,6702,continuation_in_zone,true,6700.54,6700.55,6701.97,6697.05,6697.42,,true,0,6.74,-5.28,,,,true,3.94,6.74,3.75,,,,true,9.26,6.74,2.84,,,,,,true,24.74,6.74,21.5,,,
487,2026-03-09 13:40:00,2026-03-09,13:40:00,6700,6698,6702,from_below,true,6697.42,6697.21,6699.09,6693.26,6694.72,5.28,true,2.16,5.48,-1.36,5.48,2.16,1.36,true,4.83,5.48,0.33,5.48,4.83,-0.33,true,9.26,5.48,7.33,5.48,9.26,-7.33,false,false,true,24.74,5.48,20.74,5.48,24.74,-20.74
488,2026-03-09 13:45:00,2026-03-09,13:45:00,6700,6698,6702,from_below,true,6694.72,6694.65,6702.16,6694.52,6698.64,1.36,true,3.94,2.15,3.75,2.15,3.94,-3.75,true,5.09,2.15,2.76,2.15,5.09,-2.76,true,14.18,2.15,13.64,2.15,14.18,-13.64,false,false,true,24.74,2.15,21.64,2.15,24.74,-21.64
489,2026-03-09 13:50:00,2026-03-09,13:50:00,6700,6698,6702,continuation_in_zone,true,6698.64,6698.6,6703.94,6697.85,6703.75,,true,4.83,0.62,0.33,,,,true,9.26,0.62,2.84,,,,true,19.66,0.62,13.25,,,,,,true,24.74,0.62,21.31,,,
490,2026-03-09 13:55:00,2026-03-09,13:55:00,6700,6698,6702,from_above,true,6703.75,6703.72,6704.83,6699.38,6700.33,0.33,true,5.09,0,2.76,5.09,0,2.76,true,9.26,0,7.33,9.26,0,7.33,true,19.66,0,13.02,19.66,0,13.02,true,true,true,24.74,0,12.79,24.74,0,12.79
491,2026-03-09 14:00:00,2026-03-09,14:00:00,6700,6698,6702,continuation_in_zone,true,6700.33,6700.3,6705.09,6700.05,6702.76,,true,9.26,0,2.84,,,,true,14.18,0,13.64,,,,true,23.76,0,22.94,,,,,,true,24.74,0,15.2,,,
492,2026-03-09 15:20:00,2026-03-09,15:20:00,6750,6748,6752,from_below,false,6745.5,6743.87,6768.6,6742.62,6764.2,-14.2,true,36.48,0,36.28,0,36.48,-36.28,true,60.44,0,58.75,0,60.44,-58.75,true,60.44,0,34.56,0,60.44,-34.56,false,false,false,60.44,0,,0,60.44,
493,2026-03-09 15:35:00,2026-03-09,15:35:00,6800,6798,6802,from_below,false,6796.17,6796.23,6810.44,6785.6,6808.75,-8.75,true,8.75,17.25,-8.03,17.25,8.75,8.03,true,8.75,18.81,-15.44,18.81,8.75,15.44,true,8.75,18.81,-4.02,18.81,8.75,4.02,true,true,false,8.75,18.81,,18.81,8.75,
494,2026-03-09 15:40:00,2026-03-09,15:40:00,6800,6798,6802,from_above,true,6808.75,6808.74,6808.74,6782.75,6791.97,-8.03,true,0,13.59,-8.21,0,13.59,-8.21,true,0,18.81,-3.77,0,18.81,-3.77,false,0,18.81,,0,18.81,,,,false,0,18.81,,0,18.81,
495,2026-03-09 15:55:00,2026-03-09,15:55:00,6800,6798,6802,from_below,false,6784.56,6785.88,6799.54,6783.01,6796.23,3.77,true,0,4.11,-4.05,4.11,0,4.05,false,0,4.11,,4.11,0,,false,0,4.11,,4.11,0,,,,false,0,4.11,,4.11,0,
496,2026-03-10 09:30:00,2026-03-10,09:30:00,6800,6798,6802,from_below,false,6795.98,6794.82,6798.96,6785.65,6788.26,11.74,true,0,19.02,-12.86,19.02,0,12.86,true,0,29.18,-15.58,29.18,0,15.58,true,0,37.95,-27.45,37.95,0,27.45,true,true,true,2.24,40.26,0.73,40.26,2.24,-0.73
497,2026-03-10 10:30:00,2026-03-10,10:30:00,6800,6798,6802,from_below,false,6787.78,6787.81,6802.24,6787.81,6800.73,-0.73,true,7.31,1.45,7.31,1.45,7.31,-7.31,true,14.51,1.45,14.08,1.45,14.51,-14.08,true,28.01,1.45,26.03,1.45,28.01,-26.03,false,false,true,28.01,1.45,16.99,1.45,28.01,-16.99
498,2026-03-10 10:35:00,2026-03-10,10:35:00,6800,6798,6802,continuation_in_zone,true,6800.73,6801.06,6807.31,6798.55,6807.31,,true,13.35,0,11.73,,,,true,19.23,0,19.06,,,,true,28.01,0,18.32,,,,,,true,28.01,0,22.12,,,
499,2026-03-10 14:10:00,2026-03-10,14:10:00,6800,6798,6802,from_above,false,6826.82,6826.87,6831.22,6799.36,6799.36,-0.64,true,8.92,10.41,-6.87,8.92,10.41,-6.87,true,11.84,13.46,4.77,11.84,13.46,4.77,true,14.42,13.46,-0.27,14.42,13.46,-0.27,true,true,true,14.42,13.46,0.96,14.42,13.46,0.96
500,2026-03-10 14:15:00,2026-03-10,14:15:00,6800,6798,6802,continuation_in_zone,true,6799.36,6799.02,6808.92,6789.59,6793.13,,true,1.13,13.46,-3.83,,,,true,14.42,13.46,8.81,,,,true,14.42,13.46,1.79,,,,,,true,14.42,13.46,4.6,,,
501,2026-03-10 14:20:00,2026-03-10,14:20:00,6800,6798,6802,from_below,true,6793.13,6792.67,6801.13,6786.54,6796.17,3.83,true,11.84,4.07,4.77,4.07,11.84,-4.77,true,14.42,4.07,1.81,4.07,14.42,-1.81,true,14.42,4.07,0.69,4.07,14.42,-0.69,false,false,true,14.42,8.89,-2.22,8.89,14.42,2.22
502,2026-03-10 14:25:00,2026-03-10,14:25:00,6800,6798,6802,from_below,true,6796.17,6796.16,6811.84,6795.93,6804.77,-4.77,true,14.42,0,8.81,0,14.42,-8.81,true,14.42,3.29,-0.27,3.29,14.42,0.27,true,14.42,3.91,-3.08,3.91,14.42,3.08,false,false,true,14.42,14.02,-14.02,14.02,14.42,14.02
503,2026-03-10 14:30:00,2026-03-10,14:30:00,6800,6798,6802,from_above,true,6804.77,6804.88,6814.42,6801.9,6808.81,8.81,true,11.84,3.06,1.81,11.84,3.06,1.81,true,11.84,3.29,1.79,11.84,3.29,1.79,true,11.84,4.88,-2.23,11.84,4.88,-2.23,true,true,true,11.84,20.08,-17.52,11.84,20.08,-17.52
504,2026-03-10 14:35:00,2026-03-10,14:35:00,6800,6798,6802,from_above,true,6808.81,6808.85,6811.84,6796.94,6801.81,1.81,true,5.12,3.29,-0.27,5.12,3.29,-0.27,true,8.8,3.29,0.69,8.8,3.29,0.69,true,8.8,7.47,-1.28,8.8,7.47,-1.28,true,false,true,8.8,22.11,-13.98,8.8,22.11,-13.98
505,2026-03-10 14:40:00,2026-03-10,14:40:00,6800,6798,6802,continuation_in_zone,true,6801.81,6801.78,6805.12,6796.71,6799.73,,true,4.89,2.18,1.79,,,,true,8.8,3.91,-3.08,,,,true,8.8,7.47,0.96,,,,,,true,8.8,22.11,-14.58,,,
506,2026-03-10 14:45:00,2026-03-10,14:45:00,6800,6798,6802,continuation_in_zone,true,6799.73,6799.63,6804.89,6797.82,6801.79,,true,8.8,3.04,0.69,,,,true,8.8,4.88,-2.23,,,,true,8.8,7.47,4.6,,,,,,true,8.8,23.32,-20.91,,,
507,2026-03-10 14:50:00,2026-03-10,14:50:00,6800,6798,6802,continuation_in_zone,true,6801.79,6801.75,6808.8,6796.96,6800.69,,true,2.39,3.91,-3.08,,,,true,2.39,7.47,-1.28,,,,true,6.43,8.89,-2.22,,,,,,true,6.43,25.73,-20.54,,,
508,2026-03-10 14:55:00,2026-03-10,14:55:00,6800,6798,6802,continuation_in_zone,true,6800.69,6800.55,6802.39,6796.09,6796.92,,true,0.89,4.88,-2.23,,,,true,1.62,7.47,0.96,,,,true,6.43,14.02,-14.02,,,,,,true,6.43,25.73,-18.71,,,
509,2026-03-10 15:00:00,2026-03-10,15:00:00,6800,6798,6802,from_below,true,6796.92,6796.98,6800.89,6795.12,6797.77,2.23,true,0.5,7.47,-1.28,7.47,0.5,1.28,true,6.43,7.47,4.6,7.47,6.43,-4.6,true,6.43,20.08,-17.52,20.08,6.43,17.52,true,true,true,6.43,25.73,-18.51,25.73,6.43,18.51
510,2026-03-10 15:05:00,2026-03-10,15:05:00,6800,6798,6802,from_below,true,6797.77,6797.28,6800.5,6792.53,6798.72,1.28,true,1.62,6.31,0.96,6.31,1.62,-0.96,true,6.43,8.89,-2.22,8.89,6.43,2.22,true,6.43,22.11,-13.98,22.11,6.43,13.98,true,true,false,6.43,25.73,,25.73,6.43,
511,2026-03-10 15:10:00,2026-03-10,15:10:00,6800,6798,6802,continuation_in_zone,true,6798.72,6798.71,6801.62,6793.69,6800.96,,true,6.43,0.31,4.6,,,,true,6.43,14.02,-14.02,,,,true,6.43,22.11,-14.58,,,,,,false,6.43,25.73,,,,
512,2026-03-10 15:15:00,2026-03-10,15:15:00,6800,6798,6802,continuation_in_zone,true,6800.96,6800.94,6806.43,6799.69,6804.6,,true,5.35,8.89,-2.22,,,,true,5.35,20.08,-17.52,,,,true,5.35,23.32,-20.91,,,,,,false,5.35,25.73,,,,
513,2026-03-10 15:20:00,2026-03-10,15:20:00,6800,6798,6802,from_above,true,6804.6,6804.66,6805.35,6791.11,6797.78,-2.22,true,0,14.02,-14.02,0,14.02,-14.02,true,0,22.11,-13.98,0,22.11,-13.98,true,0,25.73,-20.54,0,25.73,-20.54,false,false,false,0,25.73,,0,25.73,
514,2026-03-11 10:00:00,2026-03-11,10:00:00,6800,6798,6802,from_below,false,6790.54,6790.71,6811.15,6789.79,6795.85,4.15,true,1.53,12.73,-8.08,12.73,1.53,8.08,true,1.53,18.06,-10.47,18.06,1.53,10.47,true,1.53,36.37,-34.24,36.37,1.53,34.24,true,true,true,1.53,36.37,-10.81,36.37,1.53,10.81
515,2026-03-11 10:05:00,2026-03-11,10:05:00,6800,6798,6802,from_below,true,6795.85,6795.88,6801.53,6787.27,6791.92,8.08,true,0,17.22,-8.06,17.22,0,8.06,true,0,26.39,-26.39,26.39,0,26.39,true,0,36.37,-21.48,36.37,0,21.48,true,true,true,0,36.37,-17.81,36.37,0,17.81
516,2026-03-11 11:45:00,2026-03-11,11:45:00,6750,6748,6752,from_above,false,6754.54,6754.16,6754.4,6748.13,6751.78,1.78,true,10.65,0,10.41,10.65,0,10.41,true,10.84,2.52,-2.14,10.84,2.52,-2.14,true,10.84,2.89,0.55,10.84,2.89,0.55,true,true,true,21.37,2.89,14.99,21.37,2.89,14.99
517,2026-03-11 11:50:00,2026-03-11,11:50:00,6750,6748,6752,continuation_in_zone,true,6751.78,6751.79,6760.65,6751.78,6760.41,,true,10.84,0,3.49,,,,true,10.84,2.89,-1.53,,,,true,10.84,2.89,5.49,,,,,,true,21.78,2.89,21.39,,,
518,2026-03-11 12:00:00,2026-03-11,12:00:00,6750,6748,6752,from_above,false,6753.49,6753.49,6753.87,6747.48,6747.86,-2.14,true,1.34,2.89,-1.53,1.34,2.89,-1.53,true,6.19,2.89,0.55,6.19,2.89,0.55,true,20.36,2.89,19.79,20.36,2.89,19.79,true,true,true,26.51,2.89,23.29,26.51,2.89,23.29
519,2026-03-11 12:05:00,2026-03-11,12:05:00,6750,6748,6752,from_below,true,6747.86,6747.91,6751.34,6747.11,6748.47,1.53,true,5.43,1.58,5.31,1.58,5.43,-5.31,true,8.43,1.58,5.49,1.58,8.43,-5.49,true,20.81,1.58,14.99,1.58,20.81,-14.99,false,false,true,27.1,1.58,23.91,1.58,27.1,-23.91
520,2026-03-11 12:10:00,2026-03-11,12:10:00,6750,6748,6752,continuation_in_zone,true,6748.47,6748.42,6755.43,6748.42,6755.31,,true,6.19,0,0.55,,,,true,9.04,0.53,9.04,,,,true,21.37,0.53,16.72,,,,,,true,27.1,0.53,18.98,,,
521,2026-03-11 12:15:00,2026-03-11,12:15:00,6750,6748,6752,from_above,true,6755.31,6755.29,6756.19,6750.45,6750.55,0.55,true,8.43,0.53,5.49,8.43,0.53,5.49,true,20.36,0.53,19.79,20.36,0.53,19.79,true,21.37,0.53,14.99,21.37,0.53,14.99,true,true,true,27.1,0.53,17.3,27.1,0.53,17.3
522,2026-03-11 12:20:00,2026-03-11,12:20:00,6750,6748,6752,continuation_in_zone,true,6750.55,6750.59,6758.43,6749.47,6755.49,,true,9.04,0,9.04,,,,true,20.81,0,14.99,,,,true,21.78,0,21.39,,,,,,true,27.1,0,23.76,,,
523,2026-03-11 13:35:00,2026-03-11,13:35:00,6750,6748,6752,from_above,false,6773.11,6773.22,6774.66,6745.59,6754.94,4.94,true,10.5,0,6.77,10.5,0,6.77,true,18.14,0,12.47,18.14,0,12.47,true,18.14,0,5.1,18.14,0,5.1,true,true,true,18.14,0.83,12.43,18.14,0.83,12.43
524,2026-03-11 13:40:00,2026-03-11,13:40:00,6750,6748,6752,from_above,true,6754.94,6754.94,6760.5,6750.1,6756.77,6.77,true,10.29,0,9.7,10.29,0,9.7,true,18.14,0,11.58,18.14,0,11.58,true,18.14,0.83,4.81,18.14,0.83,4.81,true,true,true,18.14,0.83,12.12,18.14,0.83,12.12
525,2026-03-11 14:10:00,2026-03-11,14:10:00,6750,6748,6752,from_above,false,6755.1,6755.15,6755.55,6749.17,6754.81,4.81,true,10.69,0,9.56,10.69,0,9.56,true,16.05,0,14.36,16.05,0,14.36,true,16.93,0,12.12,16.93,0,12.12,true,true,true,18.38,0,6.79,18.38,0,6.79
526,2026-03-12 09:45:00,2026-03-12,09:45:00,6700,6698,6702,from_above,false,6715.33,6715.08,6715.08,6698.9,6711.61,11.61,true,18.63,0,2,18.63,0,2,true,19.37,7.3,13.9,19.37,7.3,13.9,true,22.83,7.3,7.99,22.83,7.3,7.99,true,true,true,22.83,15.23,-4.56,22.83,15.23,-4.56
527,2026-03-12 09:50:00,2026-03-12,09:50:00,6700,6698,6702,from_above,true,6711.61,6711.7,6718.63,6701.63,6702,2,true,2.48,7.3,-1.01,2.48,7.3,-1.01,true,19.37,7.3,14.01,19.37,7.3,14.01,true,22.83,7.3,4.65,22.83,7.3,4.65,true,true,true,22.83,15.23,-4.65,22.83,15.23,-4.65
528,2026-03-12 09:55:00,2026-03-12,09:55:00,6700,6698,6702,continuation_in_zone,true,6702,6701.81,6702.48,6692.7,6698.99,,true,19.37,1.01,13.9,,,,true,21.94,1.01,20.99,,,,true,22.83,7.51,-7.35,,,,,,true,22.83,15.23,-4.37,,,
529,2026-03-12 10:00:00,2026-03-12,10:00:00,6700,6698,6702,continuation_in_zone,true,6698.99,6699.18,6719.37,6699.18,6713.9,,true,17.07,0,14.01,,,,true,22.83,0,7.99,,,,true,22.83,12.82,-9.93,,,,,,true,22.83,15.23,-7.04,,,
530,2026-03-12 10:25:00,2026-03-12,10:25:00,6700,6698,6702,from_above,false,6704.65,6704.88,6709.78,6692.49,6692.65,-7.35,true,0,12.82,-9.93,0,12.82,-9.93,true,1.01,15.23,-0.12,1.01,15.23,-0.12,true,15.2,15.23,-4.37,15.2,15.23,-4.37,false,true,true,15.2,19.9,-8.02,15.2,19.9,-8.02
531,2026-03-12 10:40:00,2026-03-12,10:40:00,6700,6698,6702,from_below,false,6690.53,6690.51,6701.01,6686.98,6699.88,0.12,true,15.2,6.54,-4.56,6.54,15.2,4.56,true,15.2,7.98,-4.37,7.98,15.2,4.37,true,15.2,19.9,-15.42,19.9,15.2,15.42,true,true,true,15.2,19.9,9.68,19.9,15.2,-9.68
532,2026-03-12 10:45:00,2026-03-12,10:45:00,6700,6698,6702,continuation_in_zone,true,6699.88,6700.18,6715.2,6693.46,6695.44,,true,0,7.98,-4.65,,,,true,0,11.76,-7.04,,,,true,0,19.9,-16.1,,,,,,true,12.93,19.9,2.57,,,
